ID,Severity,Status,Area,File,Lines,Finding,Impact,Fix direction,Verification,Architecture relation,Permalink,Latest review status,Latest review note,Reviewed head
FS-134,Medium,Lead,PDF recovery / name tree,crates/flowstate-docx/src/pdf_recovery.rs,80-180,Embedded-file lookup appears focused on a flat Names array.,PDFs using nested name-tree Kids may not be recoverable.,Walk the full PDF name tree recursively with depth/count limits.,Create a standards-compliant nested EmbeddedFiles name tree.,PDF source recovery should handle valid PDF structures.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf_recovery.rs#L80-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-135,Medium,Confirmed-static,DOCX import / formatting,crates/flowstate-document/src/loro_import.rs,260-390,Run-length mismatch silently stops style mapping and leaves the remainder default-styled.,Corrupt or inconsistent import projection loses formatting without an explicit error.,Validate run lengths against UTF-8 boundaries and fail or report a structured import warning.,Feed mismatched run lengths and multibyte text.,"Import heuristics may drop unsupported formatting, but corruption should be observable.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_import.rs#L260-L390,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-136,Medium,Likely,DOCX import / projection,crates/flowstate-document/src/loro_import.rs,1-120,Import returns a supplied projection alongside canonical Loro instead of always reprojecting the finalized Loro state.,Normalization/metadata repair can make the initial UI differ from a later reopen.,"Build the initial projection from the final imported Loro frontier, or assert exact equivalence.",Compare import projection to `document_from_loro` for random documents.,Renderer should always consume a projection derived from canonical Loro.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_import.rs#L1-L120,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-137,High,Lead,DOCX import / sections,crates/flowstate-docx/src/interpreter/structured.rs,1-420,Section/header/footer import into the new Loro section schema is not demonstrably complete.,DOCX page structure may be dropped even though the target schema supports it.,Trace every sectPr/header/footer field into SectionMap and independent flows; add round-trip fixtures.,"Import multi-section DOCX with distinct headers, margins, columns, numbering.",DOCX import is first-class and sections are in scope.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/interpreter/structured.rs#L1-L420,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-138,Medium,Lead,DOCX import / equations,crates/flowstate-docx/src/interpreter/omml.rs,1-420,OMML conversion supports only a subset and unsupported constructs need explicit reporting.,Complex equations may silently degrade.,Return structured import warnings and retain source/fallback representation.,Corpus-test advanced OMML constructs.,"Unknown formatting/content may be reported or dropped, but should not be silent.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/interpreter/omml.rs#L1-L420,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-139,Positive,Implemented,PDF recovery format,crates/flowstate-docx/src/pdf.rs,1-260,PDF source embedding uses the new Loro-native .db8 package bytes.,The old final-state serializer is not embedded alongside it.,Retain and harden size validation.,No defect.,Matches the locked PDF source-embedding clarification.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/pdf.rs#L1-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-140,Positive,Implemented,DOCX import architecture,crates/flowstate-docx/src/lib.rs,1-120,DOCX import constructs the Loro-native document path.,Imported documents no longer need a second persistent canonical model.,Retain; make the final projection canonical-derived.,No defect.,Matches the Loro-native import pipeline.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-docx/src/lib.rs#L1-L120,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-141,Medium,Confirmed-static,Logging / disk usage,crates/flowstate/src/logging.rs,1-180,Daily log files have no retention or total-size policy.,Long-running installations can grow the log directory indefinitely.,Keep a bounded number/age/total bytes and expose cleanup failures.,Simulate many days or large-volume tracing.,Operational issue outside settings UI.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/logging.rs#L1-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-142,Low,Lead,Logging / observability,crates/flowstate/src/logging.rs,1-180,Non-blocking logging can drop messages under sustained load without a visible dropped-event metric.,The exact diagnostics needed for collaboration failures may be missing.,Expose queue saturation/drop counts and retain critical errors synchronously or in a bounded ring.,Flood tracing while blocking the writer.,Observability should remain reliable under failure.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/logging.rs#L1-L180,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-143,High,Confirmed-static,Flow editor / data loss,crates/flowstate-flow/src/persistence.rs,57-78,A corrupt or unsupported existing .fl0 file opens as a blank document.,A later save can overwrite the original file; the source comments explicitly acknowledge the risk.,"Return Result to the workspace, open a recovery/error tab, and never attach the original path to the blank fallback.","Corrupt an existing .fl0, open, edit, save.",Whole-app correctness issue; separate from the Loro .db8 architecture.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-flow/src/persistence.rs#L57-L78,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-144,High,Confirmed-static,Flow editor / durability,crates/flowstate-flow/src/persistence.rs,81-92,.fl0 save uses direct `fs::write`.,Crash/disk-full interruption can truncate the only copy.,Use AtomicFile/temp+fsync+rename and retain a recovery file.,Kill during save and inject short writes.,Whole-app persistence issue.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-flow/src/persistence.rs#L81-L92,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-145,Medium,Confirmed-static,Flow editor / hostile input,crates/flowstate-flow/src/persistence.rs,48-53,.fl0 reads and parses the entire JSON file without a size limit.,A huge file can exhaust memory.,Set a maximum file size and use bounded parsing where practical.,Open oversized JSON.,External files are untrusted input.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-flow/src/persistence.rs#L48-L53,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-146,Medium,Likely,Flow editor / recursion,crates/flowstate-flow/src/persistence.rs,121-167,Legacy recursive migration can overflow the stack on very deep nested boxes.,A crafted legacy file can crash the process.,Use an explicit stack and depth/node limits.,Generate deeply nested legacy JSON.,External file parser hardening.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-flow/src/persistence.rs#L121-L167,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-147,Medium,Confirmed-static,Flow editor / autosave UX,crates/flowstate/src/workspace/workspace/documents.rs,1450-1464,.fl0 autosave failures are printed but not retained in user-visible document status.,Users can continue editing believing changes are safe.,Keep a persistent save-error state and block silent close/discard.,Make destination unwritable.,Whole-app durability issue.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/workspace/workspace/documents.rs#L1450-L1464,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-148,Medium,Lead,Workspace / previews,crates/flowstate/src/workspace/workspace/load.rs,81-94,Recent-file previews fully decode .db8/PDF source packages.,Opening a workspace with many large recent files can cause startup I/O and memory spikes.,Read projection/search cache chunks lazily with concurrency limits.,Profile 100 recent multi-gigabyte packages.,Chunked package should enable partial preview reads.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/workspace/workspace/load.rs#L81-L94,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-149,Medium,Lead,Workspace / missing files,crates/flowstate/src/workspace/workspace/load.rs,49-60,A missing .db8 path is treated as a new blank document.,"Typos, deleted recent files, or transient mount failures can be masked as a new document at the same path.",Distinguish explicit New from Open; show missing-file state rather than silently creating.,Open a stale recent-file path.,Whole-app file lifecycle issue.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/workspace/workspace/load.rs#L49-L60,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-150,Medium,Confirmed-static,Workspace / duplicated I/O,crates/flowstate/src/workspace/workspace/load.rs,81-94,"Preview, open, and tub indexing each perform independent package reads/decodes.","Large packages are repeatedly loaded and validated, multiplying latency and memory pressure.",Share a seekable package reader/cache keyed by path+frontier generation.,"Profile one file appearing in recent preview, tub, and active open.","Derived caches should reduce, not multiply, package work.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate/src/workspace/workspace/load.rs#L81-L94,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-151,Low,Confirmed-static,Repository hygiene,flowstate.log.2026-06-16,1-1,A generated application log file is included in the PR change set.,"It adds noise, may contain environment/session data, and encourages future log commits.",Remove it and add the log pattern to .gitignore.,Inspect PR changed files.,Repository hygiene issue.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/flowstate.log.2026-06-16#L1-L1,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-152,Medium,Confirmed-static,CI / release confidence,Cargo.toml,1-40,The reviewed PR head exposes no meaningful build/test status beyond CodeRabbit in the connector.,"A 186-file refactor has no visible automated gate proving cross-platform compile, tests, or integration behavior.","Require Linux/Windows build, clippy, unit, malformed-file fuzz smoke, collaboration loopback, and crash-consistency jobs.",Check PR status after adding required workflows.,"Process risk; the architecture plan explicitly did not define a general suite, but release confidence still requires one.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/Cargo.toml#L1-L40,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-153,High,Lead,Testing / failure modes,crates/flowstate-collab/tests/anti_entropy.rs,1-400,"Current visible tests do not cover partial command-batch failure, disk failure after commit, hostile direct lengths, indexer/save races, or concurrent table/object edits.",The highest-risk paths can regress silently.,Add deterministic fault-injection and multi-replica model tests before merge.,Run the proposed scenarios under randomized scheduling.,"Not a plan violation, but a release blocker for this implementation.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/tests/anti_entropy.rs#L1-L400,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-154,Medium,Lead,Architecture / secondary API,crates/flowstate-collab/src/crdt_runtime/types.rs,78-129,A second low-level SemanticCommand API remains and uses absolute Unicode positions.,It duplicates the editor command surface and is easier to call without durable IDs/cursors or a base frontier.,Restrict it to internal tests/migrations or delete it in favor of one semantic command API.,Search all non-test call sites and remove/convert them.,The old canonical operation language was meant to be retired.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L78-L129,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-155,Medium,Confirmed-static,Projection invalidation,crates/flowstate-collab/src/crdt_runtime/types.rs,246-260,`body_object` records block kind strings such as `table` in fields named changed_blocks/changed_tables.,The invalidation cannot identify the exact durable object and forces broad downstream work.,Carry durable block/table IDs and affected flow/range.,Insert/edit two tables and inspect invalidation payloads.,Projection indexes are intended to support exact invalidation.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L246-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-156,Low,Confirmed-static,Diagnostics,crates/flowstate-collab/src/crdt_runtime/types.rs,12-28,StaleProjectionError reports only frontier byte lengths.,"Different frontiers often have the same encoded length, making logs misleading.","Include hashes/short IDs and causal relation, not raw frontier bytes.",Trigger two same-length divergent frontiers.,Observability issue.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L12-L28,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-157,Medium,Likely,Runtime events / memory,crates/flowstate-collab/src/crdt_runtime/types.rs,131-167,Runtime events can carry full document and package clones.,Revision/fallback operations can create large transient memory spikes in actor queues.,"Use Arc/COW snapshots, bounded channels, and references to immutable package snapshots.",Open/fork revisions in a large asset-heavy document.,Runtime isolation should avoid unnecessary copies.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime/types.rs#L131-L167,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-158,Positive,Implemented,Architecture assessment,crates/flowstate-document/src/loro_schema.rs,223-283,One continuous LoroText per body flow with sentinel newline and semantic marks is the right concurrency model.,Paragraph split and inline insertion can commute naturally.,Keep it; repair the projection and command layers around it.,Model-check split/insert concurrency cases.,Strongly desirable plan decision.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_schema.rs#L223-L283,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-159,Positive,Implemented,Architecture assessment,crates/flowstate-document/src/loro_schema.rs,13-40,Loro maps/lists hold durable schema identity while UI data remains projected.,This removes the old local/collaboration dual-write source of truth.,Keep and remove remaining projection-native mutation paths.,No defect.,Strongly desirable plan decision.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_schema.rs#L13-L40,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-160,Positive,Implemented,Architecture assessment,crates/flowstate-document/src/package.rs,36-176,The custom package cleanly separates canonical snapshots/updates/assets from disposable caches.,"The shape supports revisions, assets, search, and integrity in one artifact.","Keep the format, but implement seekable/lazy reads and transactional staging.",No defect.,Desirable plan decision with implementation hardening needed.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L36-L176,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-161,Positive,Implemented,Architecture assessment,crates/flowstate-document/src/loro_schema.rs,275-283,Semantic style marks use non-expanding configuration.,Paragraph/style inheritance is controlled by commands rather than accidental sticky marks.,Keep and add exhaustive split/paste style tests.,No defect.,Desirable plan decision.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_schema.rs#L275-L283,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-162,Positive,Implemented,Architecture assessment,crates/flowstate-document/src/package.rs,500-637,Time travel uses named frontiers/snapshots rather than undo state.,Restore/fork can remain separate from per-replica undo.,Keep; make revision events uniformly persisted and synced.,No defect.,Desirable plan decision.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L500-L637,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-163,Medium,Lead,Architecture assessment / privacy,crates/flowstate-document/src/loro_schema.rs,379-433,Durable user display names and replica mappings are stored in the document.,"Saved/shared files retain collaborator identity metadata, which may be more persistent than users expect.","Define a privacy/redaction policy, stable pseudonymous IDs, and export/fork behavior.",Inspect package after collaboration and after fork/export.,"The plan asks for durable authorship, but product/privacy policy is still needed.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/loro_schema.rs#L379-L433,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-164,High,Confirmed-static,Architecture assessment / optimistic UI,crates/gpui-flowtext/src/rich_text/editor/edit_pipeline.rs,6-110,The UI mutates a full projection optimistically before the runtime accepts the command.,"Without an explicit speculative overlay/rebase model, this recreates a temporary second mutable document model and causes many error/event races.","Choose one: runtime-first edits, or a formal speculative overlay containing pending intents over an immutable canonical projection.",Inject stale/failing commands and remote edits during local typing.,"The plan says the UI owns a projection, not a second authoritative mutable document.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/rich_text/editor/edit_pipeline.rs#L6-L110,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-165,High,Confirmed-static,Architecture assessment / inline objects,crates/gpui-flowtext/src/document/blocks.rs,1-260,The current projected editor type system is block-oriented and cannot faithfully express inline object placeholders.,The plan's inline-equation capability is not implementable by the current InputBlock/Block model.,Either extend paragraph runs with inline object spans now or lock the product to block objects for this pass.,Attempt inline equation round-trip and caret movement.,Plan decision is desirable only with a matching projection/editor representation.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/document/blocks.rs#L1-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-166,High,Confirmed-static,Architecture assessment / table IDs,crates/gpui-flowtext/src/document/blocks.rs,120-260,Projected tables expose positional rows/cells without durable IDs.,The Loro-native table plan cannot be completed by adapters around the existing type; the editor model itself must change.,Add durable row/column/cell IDs to projection and all selection/commands.,Reorder under concurrent cell edit.,"The plan's table model is desirable, but requires deeper editor rearchitecture.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/gpui-flowtext/src/document/blocks.rs#L120-L260,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-167,Medium,Confirmed-static,Architecture assessment / save cost,crates/flowstate-collab/src/crdt_runtime.rs,1469-1537,Every explicit save is both revision creation and synchronous compaction/cache regeneration.,"The revision semantics are desirable, but doing all disposable work on the edit runtime is not.",Commit revision/update fast; compact and cache asynchronously from a snapshot.,Measure save latency and collaboration pause.,"Keep the product semantics, change execution strategy.",https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-collab/src/crdt_runtime.rs#L1469-L1537,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-168,Medium,Confirmed-static,Architecture assessment / search cache ownership,crates/flowstate-tub/src/lib.rs,690-810,"Embedding a search cache is useful, but letting external indexers rewrite it is unsafe.",Cache ownership is undefined and creates write races.,Only the document runtime/save pipeline writes package caches; external tub reads or rebuilds its own disposable index.,Concurrent editor/indexer test.,Desirable cache design with incorrect ownership.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-tub/src/lib.rs#L690-L810,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-169,Medium,Lead,Architecture assessment / old format,crates/flowstate-document/src/package.rs,13-24,The no-legacy-.db8 decision is technically clean but requires unmistakable format/version UX.,Users can receive an opaque unsupported/corrupt error with no recovery path if any pre-release files escaped.,"Keep the no-importer policy if intentional, but show exact format magic/version diagnostics and preserve originals.",Open old/development .db8 samples.,Product-risk note rather than an implementation defect.,https://github.com/realartists-gitmo/flowstate/blob/0d0ecea88c71f90ddf6cc266da028242c8366646/crates/flowstate-document/src/package.rs#L13-L24,Unchanged,The latest two commits do not modify the code establishing this finding.,9cb8ad8add47db2e3cefd611053a8d99e4ce4048
FS-170,Medium,Confirmed-static,Presence and undo / object boundaries,crates/flowstate-collab/src/crdt_runtime.rs,"260-276,884-917,1220-1255",Presence and undo cursor resolution still cannot distinguish both sides of standalone object placeholders.,"offset_for_body_unicode converts every resolved canonical position into a paragraph-only DocumentOffset. Positions immediately before and after an image/equation/table placeholder can collapse to the same preceding paragraph-end offset, so remote carets and restored selections can render on the wrong side of an object.","Resolve cursors into a projection position type that can represent Text(DocumentOffset) and Object { block_id, affinity }, then teach ExternalCaret and undo restoration to render both forms.","Add paragraph-object-paragraph tests for Before, After, and Neutral cursors on both U+FFFC boundaries, including concurrent insertion and undo restoration.","The canonical object anchor is U+FFFC, so selection projection must retain object-side affinity rather than collapsing all positions into paragraph text offsets.",https://github.com/realartists-gitmo/flowstate/blob/9cb8ad8add47db2e3cefd611053a8d99e4ce4048/crates/flowstate-collab/src/crdt_runtime.rs#L260-L276,Newly identified; open,"The new cursor conversion makes this limitation explicit. It may predate these commits, but it was not recorded in the original 169 findings.",9cb8ad8add47db2e3cefd611053a8d99e4ce4048
